日期(年/月),單位,總發電量,總發電量_發電業,總發電量_發電業_抽蓄水力,總發電量_發電業_火力,總發電量_發電業_火力_燃煤,總發電量_發電業_火力_燃油,總發電量_發電業_火力_燃氣,總發電量_發電業_核能,總發電量_發電業_再生能源,總發電量_發電業_再生能源_慣常水力,總發電量_發電業_再生能源_地熱,總發電量_發電業_再生能源_太陽光電,總發電量_發電業_再生能源_風力,總發電量_自用發電設備,總發電量_自用發電設備_火力,總發電量_自用發電設備_火力_燃煤,總發電量_自用發電設備_火力_燃油,總發電量_自用發電設備_火力_燃氣,總發電量_自用發電設備_再生能源,總發電量_自用發電設備_再生能源_地熱,總發電量_自用發電設備_再生能源_太陽光電,總發電量_自用發電設備_再生能源_風力,總發電量_自用發電設備_再生能源_生質能,總發電量_自用發電設備_再生能源_廢棄物,總需要量,總需要量_總消費量,總需要量_總消費量_能源部門自用,總需要量_總消費量_能源部門自用_抽水用電,總需要量_總消費量_工業部門,總需要量_總消費量_運輸部門,總需要量_總消費量_農業部門,總需要量_總消費量_服務業部門,總需要量_總消費量_住宅部門,總需要量_線路損失,總需要量_統計差異,台電系統平均負載(千瓩),台電系統尖峰負載(千瓩)
200606,百萬度,20848.740,16928.935,336.424,12795.414,7692.913,1280.863,3821.638,3391.831,405.266,388.204,0.000,0.000,17.062,3919.805,3626.345,3109.405,483.272,33.668,293.461,0.000,0.121,0.418,25.807,267.115,20848.743,20625.158,1788.673,369.986,10893.677,59.113,234.721,4250.436,3398.539,223.053,0.531,0.000,0.000
200607,百萬度,22757.901,18619.513,356.923,14073.921,8606.176,1222.958,4244.787,3693.477,495.192,479.158,0.000,0.000,16.034,4138.388,3831.422,3283.908,513.886,33.628,306.966,0.000,0.125,0.535,26.275,280.031,22757.900,19349.457,1805.250,366.263,9087.614,46.161,229.341,4079.405,4101.686,3410.924,-2.481,0.000,0.000
200608,百萬度,22801.100,18849.431,354.649,14305.425,8127.998,1305.442,4871.985,3729.676,459.681,450.715,0.000,0.000,8.967,3951.670,3643.193,3136.748,469.280,37.165,308.477,0.000,0.126,0.176,25.575,282.600,22801.100,21687.341,1856.477,394.632,10578.126,59.471,230.026,4429.265,4533.976,1114.363,-0.604,0.000,0.000
200609,百萬度,20624.417,16674.130,322.590,12699.121,8025.355,918.480,3755.286,3231.741,420.677,395.082,0.000,0.000,25.595,3950.287,3647.739,3119.925,465.476,62.337,302.548,0.000,0.128,0.854,24.159,277.407,20624.409,20833.984,1661.844,373.317,9539.080,52.020,254.233,4483.918,4842.889,-213.438,3.863,0.000,0.000
200610,百萬度,20117.995,16731.477,314.158,12849.057,8163.438,1070.732,3614.886,3239.959,328.303,294.318,0.000,0.000,33.985,3386.518,3119.569,2642.851,433.652,43.066,266.949,0.000,0.132,0.998,26.643,239.176,20117.993,20304.541,1816.231,405.210,9758.521,50.019,234.225,4150.559,4294.985,-184.144,-2.404,0.000,0.000
200611,百萬度,18803.894,15638.972,314.475,11830.333,7472.454,1058.228,3299.651,3190.022,304.143,271.339,0.000,0.000,32.804,3164.922,2911.107,2504.493,347.156,59.458,253.815,0.000,0.135,1.015,26.215,226.451,18803.890,19324.595,1721.763,397.535,9812.393,50.658,222.750,4038.090,3478.941,-526.874,6.169,0.000,0.000
200612,百萬度,18491.211,15146.817,338.327,10780.499,7089.096,744.510,2946.893,3764.158,263.833,217.746,0.000,0.000,46.087,3344.394,3053.500,2615.402,388.956,49.142,290.894,0.000,0.141,2.093,28.042,260.618,18491.215,17639.565,1601.572,416.139,9232.121,46.162,209.998,3707.416,2842.297,849.850,1.800,0.000,0.000
200701,百萬度,18636.983,14859.991,328.191,10385.735,6772.845,966.819,2646.071,3823.337,322.728,251.244,0.000,0.000,71.484,3776.992,3457.062,3003.310,401.152,52.599,319.930,0.000,0.143,2.047,25.504,292.236,18636.981,18219.447,1776.781,418.524,9983.191,67.211,198.251,3171.663,3022.350,410.436,7.099,0.000,0.000
200702,百萬度,15853.814,12613.902,280.323,8904.929,5911.597,890.932,2102.400,3171.948,256.703,222.860,0.000,0.000,33.842,3239.912,2951.917,2536.263,360.666,54.988,287.995,0.000,0.146,1.003,24.026,262.819,15853.811,15518.273,1418.541,369.254,8143.714,57.790,184.428,2883.633,2830.166,331.941,3.596,0.000,0.000
200703,百萬度,19241.421,15433.863,316.280,11518.474,7342.145,873.312,3303.016,3254.931,344.178,304.734,0.000,0.000,39.444,3807.558,3494.246,3056.824,376.343,61.079,313.312,0.000,0.149,1.056,30.338,281.769,19241.423,17774.745,1683.706,375.611,9584.258,62.475,202.130,3295.282,2946.894,1460.849,5.829,0.000,0.000
200704,百萬度,18762.242,15177.315,329.048,11347.477,7398.142,650.253,3299.082,3082.326,418.464,387.174,0.000,0.000,31.290,3584.927,3336.680,2960.880,315.164,60.636,248.247,0.000,0.155,0.940,25.372,221.781,18762.236,17693.307,1619.956,342.336,9381.998,49.360,209.198,3346.316,3086.479,1065.925,3.004,0.000,0.000
200705,百萬度,21402.670,17592.027,365.782,13542.009,8265.264,1043.462,4233.283,3275.744,408.492,394.887,0.000,0.000,13.605,3810.643,3545.898,3114.289,362.619,68.991,264.745,0.000,0.168,0.362,25.162,239.053,21402.670,19917.686,1836.015,378.791,10764.007,74.732,212.233,3926.609,3104.091,1483.396,1.588,0.000,0.000
200706,百萬度,21630.901,17776.814,342.349,13337.266,8195.333,946.753,4195.180,3651.715,445.485,431.199,0.000,0.000,14.286,3854.087,3553.984,3059.787,437.968,56.229,300.102,0.000,0.168,0.302,24.238,275.394,21630.898,19826.788,1734.662,348.070,9954.416,75.059,239.404,4142.800,3680.445,1801.064,3.046,0.000,0.000
200707,百萬度,24213.664,20259.618,341.340,15763.134,8745.486,1546.021,5471.627,3729.192,425.952,409.237,0.000,0.000,16.715,3954.046,3625.684,3117.401,439.909,68.375,328.362,0.000,0.170,0.537,25.975,301.680,24213.664,21541.599,1892.221,375.340,10757.085,77.703,237.114,4376.791,4200.685,2665.044,7.021,0.000,0.000
200708,百萬度,22784.423,18637.881,314.938,14138.407,8721.211,1021.153,4396.043,3751.666,432.869,417.212,0.000,0.000,15.657,4146.543,3837.894,3314.907,453.031,69.956,308.649,0.000,0.200,0.333,24.018,284.098,22784.419,22444.218,1923.764,395.459,10974.738,82.500,261.058,4468.036,4734.122,339.545,0.656,0.000,0.000
200709,百萬度,21240.306,17385.112,339.790,13517.551,8493.841,824.643,4199.067,2991.594,536.176,509.122,0.000,0.000,27.055,3855.194,3560.509,3086.579,411.870,62.060,294.685,0.000,0.201,0.371,23.098,271.016,21240.307,21489.495,1716.972,335.031,10034.528,76.884,239.868,4498.913,4922.331,-250.610,1.421,0.000,0.000
200710,百萬度,20856.346,17198.829,355.252,13284.598,8128.839,1195.948,3959.811,3025.493,533.487,483.148,0.000,0.000,50.339,3657.516,3401.591,2970.740,364.804,66.047,255.925,0.000,0.213,1.194,24.949,229.569,20856.342,21010.656,1780.948,335.679,10732.896,84.557,216.446,4119.041,4076.768,-161.377,7.063,0.000,0.000
200711,百萬度,19089.326,15793.864,301.693,12013.879,7361.482,1149.695,3502.701,3056.115,422.177,358.683,0.000,0.000,63.494,3295.462,3033.470,2692.224,282.684,58.562,261.992,0.000,0.223,1.577,24.180,236.012,19089.324,19674.790,1654.048,358.599,10237.898,84.043,218.147,3920.041,3560.613,-599.827,14.361,0.000,0.000
200712,百萬度,19404.512,16066.875,317.714,11723.857,7664.172,1089.489,2970.196,3725.100,300.204,248.049,0.000,0.000,52.155,3337.637,3043.676,2626.146,342.635,74.895,293.961,0.000,0.244,0.448,25.407,267.862,19404.509,18371.681,1729.769,416.437,9869.851,80.980,201.275,3531.608,2958.197,1043.762,-10.934,0.000,0.000
200801,百萬度,19447.572,15950.900,316.289,11527.046,7745.136,931.158,2850.752,3823.080,284.484,212.789,0.000,0.006,71.688,3496.673,3181.750,2737.767,396.262,47.721,314.922,0.000,0.247,0.694,29.582,284.400,19447.571,19005.074,1821.102,415.095,10501.803,96.313,197.783,3396.992,2991.082,424.644,17.853,0.000,0.000
200802,百萬度,17269.803,14004.800,299.353,9708.940,6519.350,918.437,2271.153,3577.904,418.603,336.335,0.000,0.004,82.263,3265.004,2980.891,2596.198,331.069,53.624,284.112,0.000,0.272,1.850,28.235,253.754,17269.801,16601.680,1545.442,376.852,8760.593,79.216,191.188,2977.169,3048.073,680.693,-12.571,0.000,0.000
200803,百萬度,19621.170,15952.113,303.892,12009.314,7076.191,1097.840,3835.284,3267.019,371.888,327.885,0.000,0.009,43.994,3669.057,3372.975,2976.059,325.156,71.760,296.082,0.000,0.263,0.716,28.842,266.261,19621.169,18306.655,1661.775,376.852,10011.889,89.574,190.354,3197.779,3155.283,1281.373,33.141,0.000,0.000
200804,百萬度,19560.572,16296.817,281.060,12649.345,6899.990,1565.529,4183.826,3033.178,333.234,296.954,0.000,0.007,36.272,3263.755,3016.290,2654.113,274.146,88.032,247.464,0.000,0.294,0.588,21.550,225.033,19560.571,18962.201,1493.295,331.024,10636.458,97.781,209.505,3460.902,3064.260,585.363,13.007,0.000,0.000
200805,百萬度,21226.594,17725.794,286.958,13780.969,8411.543,974.295,4395.131,3325.113,332.754,299.329,0.000,0.009,33.416,3500.800,3233.317,2929.357,232.293,71.668,267.483,0.000,0.311,0.653,16.952,249.567,21226.589,19622.681,1676.421,343.486,10543.074,94.264,227.401,3895.767,3185.754,1603.193,0.715,0.000,0.000
200806,百萬度,21432.489,17846.726,300.623,13583.256,8025.447,921.733,4636.076,3493.026,469.821,441.779,0.000,0.008,28.033,3585.764,3289.305,2891.565,316.193,81.548,296.458,0.000,0.368,0.300,23.486,272.304,21432.487,21343.659,1685.853,299.836,11513.866,107.001,231.159,4192.112,3613.668,78.442,10.387,0.000,0.000
200807,百萬度,22675.223,19008.936,292.805,14509.698,8346.794,976.760,5186.144,3772.635,433.798,405.052,0.000,0.010,28.736,3666.287,3367.775,2996.120,306.992,64.663,298.511,0.000,0.374,0.317,24.238,273.582,22675.217,19750.100,1695.915,270.884,9929.780,89.421,226.927,4042.712,3765.344,2929.105,-3.988,0.000,0.000
200808,百萬度,22795.612,19431.506,304.750,14775.058,8597.706,1161.940,5015.412,3766.397,585.300,568.700,0.000,0.010,16.590,3364.106,3064.400,2718.962,280.300,65.137,299.707,0.000,0.407,0.200,22.097,277.003,22795.613,20879.488,1680.456,286.494,10263.875,95.447,244.757,4248.793,4346.161,1915.990,0.135,0.000,0.000
200809,百萬度,20638.493,17450.728,268.636,13086.494,7798.414,1054.476,4233.603,3602.970,492.629,462.310,0.000,0.008,30.310,3187.765,2909.521,2547.079,286.720,75.723,278.244,0.000,0.405,0.454,17.956,259.429,20638.492,22148.183,1706.858,267.305,10855.334,109.956,240.292,4647.629,4588.115,-1511.896,2.205,0.000,0.000
200810,百萬度,19976.829,16949.130,289.031,12762.607,7247.490,821.982,4693.135,3336.130,561.362,515.377,0.000,0.009,45.976,3027.699,2772.622,2424.185,286.282,62.154,255.077,0.000,0.406,0.787,20.685,233.200,19976.832,19221.507,1538.769,307.115,9065.005,90.987,229.800,4134.481,4162.464,758.895,-3.570,0.000,0.000
200811,百萬度,17149.289,14525.527,263.125,11088.459,6914.393,588.667,3585.399,2819.789,354.154,273.808,0.000,0.007,80.339,2623.762,2365.089,2084.200,246.470,34.418,258.673,0.000,0.423,1.310,16.038,240.902,17149.284,17331.020,1437.064,327.009,7888.754,87.739,227.917,3843.314,3846.232,-165.404,-16.332,0.000,0.000
200812,百萬度,16511.744,13832.717,260.643,10316.194,6996.884,433.508,2885.802,3009.617,246.262,164.786,0.000,0.008,81.468,2679.027,2400.976,2111.960,265.510,23.506,278.051,0.000,0.609,1.310,22.828,253.304,16511.738,16513.674,1620.074,338.020,8143.718,102.817,183.205,3543.306,2920.554,3.762,-5.698,0.000,0.000
200901,百萬度,15279.446,12689.353,277.308,8353.737,6519.486,442.021,1392.230,3743.945,314.363,219.812,0.000,0.008,94.543,2590.094,2299.587,1998.518,262.498,38.570,290.507,0.000,0.593,0.959,19.523,269.432,15279.445,13763.648,1373.267,364.711,6184.269,73.410,198.716,2916.755,3017.230,1538.270,-22.472,0.000,0.000
200902,百萬度,15397.981,12850.936,253.251,8848.190,6152.818,345.610,2349.762,3464.180,285.314,210.473,0.000,0.007,74.834,2547.045,2290.074,1972.394,276.288,41.392,256.971,0.000,0.642,0.479,13.371,242.479,15397.978,16150.300,1467.810,332.940,7906.352,115.042,200.020,3253.522,3207.554,-753.522,1.200,0.000,0.000
200903,百萬度,17585.925,14768.232,277.622,10883.423,7470.890,481.534,2930.999,3274.375,332.812,259.295,0.000,0.007,73.510,2817.694,2544.706,2218.792,272.032,53.882,272.988,0.000,0.639,0.741,22.170,249.438,17585.924,16527.629,1619.012,366.352,8731.981,91.572,170.502,3067.392,2847.169,1074.666,-16.371,0.000,0.000
200904,百萬度,17737.093,14637.690,283.526,10717.432,7089.407,528.594,3099.432,3222.955,413.777,341.484,0.000,0.009,72.284,3099.403,2866.517,2562.985,249.234,54.298,232.886,0.000,0.687,0.662,14.603,216.934,17737.091,16661.501,1552.911,348.127,8827.248,96.319,202.949,3233.364,2748.709,1072.437,3.153,0.000,0.000
200905,百萬度,19401.724,16229.991,304.612,12308.540,7519.597,517.917,4271.025,3229.114,387.725,354.908,0.000,0.010,32.807,3171.733,2919.425,2635.776,226.496,57.153,252.308,0.000,0.679,0.269,17.220,234.140,19401.723,17037.400,1527.368,356.023,8574.062,83.940,217.990,3500.968,3133.072,2371.867,-7.544,0.000,0.000
200906,百萬度,20611.610,16929.924,288.578,12577.353,7638.481,370.483,4568.389,3693.785,370.208,339.576,0.000,0.009,30.623,3681.686,3403.729,3004.755,339.990,58.983,277.958,0.000,0.716,0.291,14.876,262.074,20611.609,19242.541,1709.243,339.782,10129.632,98.778,212.565,3857.453,3234.870,1370.204,-1.135,0.000,0.000
200907,百萬度,22609.166,18751.982,299.046,14381.793,8068.041,451.618,5862.134,3731.685,339.457,310.304,0.000,0.010,29.143,3857.185,3567.561,3171.919,333.599,62.042,289.624,0.000,0.729,0.274,15.183,273.438,22609.160,20765.259,1753.489,337.225,10512.414,108.265,250.243,4285.934,3854.914,1842.270,1.630,0.000,0.000
200908,百萬度,22280.976,18549.156,279.740,13953.996,8123.382,531.059,5299.555,3761.967,553.454,529.395,0.000,0.006,24.052,3731.819,3440.638,3054.761,321.393,64.484,291.182,0.000,0.780,0.247,14.489,275.665,22280.973,20635.956,1682.670,300.670,9681.016,89.593,254.568,4191.889,4736.220,1648.739,-3.722,0.000,0.000
200909,百萬度,21779.013,18236.772,254.585,13912.088,7773.978,900.933,5237.178,3693.186,376.912,338.597,0.000,0.010,38.305,3542.241,3249.659,2876.857,297.538,75.264,292.582,0.000,0.748,0.558,19.722,271.554,21779.010,21942.901,1682.530,290.075,10491.597,104.038,229.703,4512.865,4922.168,-188.274,24.384,0.000,0.000
200910,百萬度,19976.170,16348.717,268.691,12138.942,7547.317,491.756,4099.869,3396.001,545.084,435.094,0.000,0.009,109.981,3627.453,3363.565,3011.230,286.059,66.276,263.888,0.000,0.895,1.564,24.064,237.365,19976.173,20385.568,1558.142,295.770,9976.734,94.619,234.903,4063.623,4457.548,-361.074,-48.321,0.000,0.000
200911,百萬度,18561.568,15103.570,258.480,11730.327,7078.296,483.426,4168.605,2772.712,342.051,253.663,0.000,0.007,88.380,3457.998,3200.499,2958.359,179.196,62.944,257.499,0.000,0.845,1.106,23.515,232.033,18561.567,18905.926,1545.731,342.443,9349.910,91.500,216.265,3816.926,3885.595,-323.469,-20.890,0.000,0.000
